timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2
task1_4_2_0-8_trial_10_2,Show me left wrist,16,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_3,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_4,Show me left hip,20,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_5,Show me left knee,21,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_6,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_7,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_8,Show me Left Leg,8,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_9,Show me right elbow,10,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_10,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_11,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_12,Show me Left Leg,8,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_13,Show me rigth hip,17,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_14,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_15,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_16,Show me left knee,21,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_17,Show me left knee,21,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_18,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_19,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_20,Show me Torso,5,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_21,Show me rigth hip,17,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_22,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_23,Show me left hip,20,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_24,Show me left elbow,15,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_25,Show me Torso,5,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_26,Show me left elbow,15,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_27,Show me Left Leg,8,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_28,Show me right wrist,11,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_29,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_30,Show me left hip,20,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_31,Show me neck,13,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_32,Show me left shoulder,14,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_33,Show me left hip,20,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_34,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_35,Show me Right Arm,4,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_36,Show me right elbow,10,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_37,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_10_38,Show me left shoulder,14,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_1,Show me left shoulder,14,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_2,Show me right wrist,11,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_3,Show me left shoulder,14,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_4,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_5,Show me Full Body,1,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_6,Show me right wrist,11,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_7,Show me head,12,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_8,Show me right ankle,19,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_9,Show me Torso,5,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_10,Show me Right Arm,4,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_11,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_12,Show me Full Body,1,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_13,Show me left wrist,16,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_14,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_15,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_16,Show me rigth hip,17,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_17,Show me Full Body,1,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_18,Show me right knee,18,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_19,Show me right wrist,11,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_20,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_21,Show me Full Body,1,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_22,Show me Left Leg,8,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_23,Show me left hip,20,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_24,Show me left hip,20,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_25,Show me Upper Body,2,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_26,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_27,Show me right elbow,10,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_11_28,Show me right ankle,19,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_1,Show me Full Body,1,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_2,Show me Left Leg,8,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_3,Show me Full Body,1,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_4,Show me head,12,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_5,Show me Torso,5,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_6,Show me right wrist,11,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_7,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_8,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_9,Show me right elbow,10,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_10,Show me left hip,20,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_11,Show me left wrist,16,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_12,Show me left hip,20,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_13,Show me right ankle,19,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_14,Show me right elbow,10,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_15,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_16,Show me Left Arm,6,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_17,Show me left shoulder,14,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_18,Show me Right Leg,7,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_19,Show me left knee,21,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_20,Show me Torso,5,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_21,Show me left ankle,22,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_22,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_23,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_24,Show me Left Arm,6,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_25,Show me Upper Body,2,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_26,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_27,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_28,Show me left knee,21,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_29,Show me Left Arm,6,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_30,Show me left ankle,22,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_31,Show me right shoulder,9,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_32,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_33,Show me left hip,20,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_34,Show me neck,13,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_35,Show me Right Arm,4,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_36,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_37,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_38,Show me right ankle,19,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_12_39,Show me Right Leg,7,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_1,Show me Upper Body,2,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_2,Show me left hip,20,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_3,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_4,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_5,Show me left hip,20,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_6,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_7,Show me right ankle,19,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_8,Show me right elbow,10,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_9,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_10,Show me right knee,18,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_11,Show me Left Leg,8,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_12,Show me Torso,5,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_13,Show me Full Body,1,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_14,Show me head,12,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_15,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_16,Show me right elbow,10,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_17,Show me left knee,21,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_18,Show me Torso,5,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_19,Show me rigth hip,17,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_20,Show me right elbow,10,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_21,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_13_22,Show me left hip,20,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
