timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_6_2_0-4_trial_10_21,Show me right shoulder,9,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_10_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_11_1,Show me Torso,5,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_4,Show me Left Leg,8,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_8,Show me Lower Body,3,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_10,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_13,Show me right shoulder,9,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_11_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_12_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_2,Show me Right Leg,7,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_4,Show me rigth hip,17,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_5,Show me right knee,18,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_8,Show me Lower Body,3,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_9,Show me right ankle,19,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_10,Show me neck,13,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_12,Show me Full Body,1,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_13,Show me head,12,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_15,Show me right wrist,11,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_18,Show me right elbow,10,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_20,Show me head,12,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_21,Show me Upper Body,2,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_22,Show me left knee,21,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_23,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_24,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_25,Show me left hip,20,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_26,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_27,Show me left ankle,22,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_12_28,Show me left shoulder,14,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_13_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_4,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_6,Show me head,12,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_10,Show me right shoulder,9,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_11,Show me Upper Body,2,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_12,Show me right ankle,19,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_13,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_16,Show me Torso,5,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_18,Show me Left Leg,8,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_20,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_21,Show me right knee,18,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_13_22,Show me rigth hip,17,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_14_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_4,Show me Lower Body,3,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_7,Show me Left Leg,8,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_10,Show me neck,13,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_11,Show me Left Arm,6,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_12,Show me left hip,20,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_13,Show me Torso,5,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_14,Show me left wrist,16,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_14_15,Show me right wrist,11,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_15_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_2,Show me left wrist,16,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_6,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_10,Show me Left Arm,6,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_15_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_16_1,Show me right wrist,11,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_3,Show me Lower Body,3,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_5,Show me left wrist,16,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_6,Show me Left Leg,8,0,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_8,Show me left ankle,22,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_10,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_12,Show me head,12,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_16_13,Show me right elbow,10,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
